Credit Number,Region,Country,Credit Status,Service Charge Rate,Currency of Commitment,Project ID,Project Name,Original Principal Amount,Cancelled Amount,Undisbursed Amount,Disbursed Amount,Repaid to IDA,First Repayment Date,Last Repayment Date,Agreement Signing Date
IDA34980,AFRICA EAST,Madagascar,Repaying,0.75,XDR,P055166,MG-Com Dev Fund SIL (FY01),50437722.22,11.3,0,50437710.92,13588539.44,05/01/2011,01/11/2040,22/05/2001
IDA34981,AFRICA EAST,Madagascar,Repaying,0.75,XDR,P055166,MG-Com Dev Fund SIL (FY01),50000000,0,0,52026543.96,7204603.56,11/01/2014,01/05/2044,21/07/2004
IDA34982,AFRICA EAST,Madagascar,Repaying,0.75,XDR,P055166,MG-Com Dev Fund SIL (FY01),18000000,20754.93,0,18869882,1880181.66,09/01/2016,01/03/2046,06/09/2006
IDA3498A,AFRICA EAST,Madagascar,Fully Repaid,0.75,XDR,P055166,MG-Com Dev Fund SIL (FY01),59562277.78,0,0,67505585.45,67815142.52,05/01/2011,01/11/2040,22/05/2001
IDA34990,AFRICA EAST,Rwanda,Repaying,0.75,XDR,P057295,RW-Compet & Enterprise Dev (FY01),30517643.02,540947.01,0,29976696.01,7421902.32,10/15/2011,15/04/2041,07/06/2001
IDA3499A,AFRICA EAST,Rwanda,Fully Repaid,0.75,XDR,P057295,RW-Compet & Enterprise Dev (FY01),10282356.98,0,0,11573131.5,11780618.87,10/15/2011,15/04/2041,07/06/2001
IDA35000,SOUTH ASIA,Pakistan,Repaying,0.75,XDR,P056213,TRADE & TRANSPORT,3000000,128531.33,0,2993153.77,874550.3,09/15/2011,15/03/2036,01/05/2001
IDA35010,AFRICA EAST,Ethiopia,Repaying,0.75,XDR,P069083,ET-Global Distance Learning (FY01),4510385.21,2833574.59,0,1676810.62,464507.91,05/01/2011,01/11/2040,01/05/2001
IDA3501A,AFRICA EAST,Ethiopia,Fully Repaid,0.75,XDR,P069083,ET-Global Distance Learning (FY01),389614.79,0,0,453759.22,455840,05/01/2011,01/11/2040,01/05/2001
IDA35020,EUROPE AND CENTRAL ASIA,Georgia,Repaying,0.75,XDR,P054886,ELEC MRKT SUPPORT,27370000,60565.91,0,32388487.02,10816564.87,06/15/2011,15/12/2040,18/06/2001
IDA35021,EUROPE AND CENTRAL ASIA,Georgia,Repaying,0.75,XDR,P054886,ELEC MRKT SUPPORT,3600000,273.11,0,3808492.95,943919.5,11/15/2014,15/05/2044,01/07/2004
IDA35030,EAST ASIA AND PACIFIC,Mongolia,Repaying,0.75,XDR,P040907,MN-Energy Sector,30000000,425384.92,0,34887419.31,7316710.76,10/15/2011,15/04/2041,02/08/2001
IDA35040,LATIN AMERICA AND CARIBBEAN,Nicaragua,Repaying,0.75,XDR,P064906,NI Poverty Red.&Local Dev. FISE,37955249.74,524304.19,0,37430945.55,9241372.1,10/15/2011,15/04/2041,06/06/2001
IDA3504A,LATIN AMERICA AND CARIBBEAN,Nicaragua,Fully Repaid,0.75,XDR,P064906,NI Poverty Red.&Local Dev. FISE,22044750.26,0,0,24777761.4,25221986.26,10/15/2011,15/04/2041,06/06/2001
IDA35050,AFRICA WEST,Niger,Repaying,0.75,XDR,P061558,NE-Water Sec SIL (FY01),36991798.48,8516.58,0.01,36983281.9,9962031.16,06/01/2011,01/12/2040,08/06/2001
IDA35051,AFRICA WEST,Niger,Terminated,0,XDR,P061558,NE-Water Sec SIL (FY01),10000000,10000000,0,0,0,12/01/2016,01/06/2046,
IDA3505A,AFRICA WEST,Niger,Fully Repaid,0.75,XDR,P061558,NE-Water Sec SIL (FY01),11008201.52,0,0,12776858.53,12574549.57,06/01/2011,01/12/2040,08/06/2001
IDA35060,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,Repaying,0.75,XDR,P051372,HEALTH 2,15000000,2333714.42,0,13939192.98,3139842.77,09/15/2011,15/03/2041,17/07/2001
IDA35070,LATIN AMERICA AND CARIBBEAN,Bolivia,Fully Repaid,0.75,XDR,P068134,BO Decentralization PSAC,60000000,0,0,60954488.3,68647599,07/15/2011,15/01/2041,22/05/2001
IDA35080,EUROPE AND CENTRAL ASIA,Armenia,Repaying,0.75,XDR,P065189,SAC 4,50000000,0,0,49416089,13301126.41,06/15/2011,15/12/2040,31/05/2001
IDA35090,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,Repaying,0.75,XDR,P065973,LA-Agricultural Development Project,16690000,121900.8,0,19414030.39,4159866.41,07/15/2011,15/01/2041,02/07/2001
IDA35100,AFRICA EAST,Uganda,Fully Repaid,0.75,XDR,P050438,UG-PRSC 1 (FY01),150000000,0,0,147659988,170810514,10/15/2011,15/04/2041,05/07/2001
IDA35110,EAST ASIA AND PACIFIC,Vietnam,Repaying,0.75,XDR,P004850,VIETNAM - POVERTY REDUC.SUPPORT CREDIT,250000000,0,0,260889287,68189657.6,07/15/2011,15/01/2041,05/07/2001
IDA35120,AFRICA EAST,Ethiopia,Fully Repaid,0.75,XDR,P072890,Eth. Economic Rehabilitation Supp.Credit,150000000,0,0,144740244,171398502,11/01/2011,01/05/2041,19/06/2001
IDA35130,EUROPE AND CENTRAL ASIA,Albania,Repaying,3.15,XDR,P055383,SOC SERV DEVT,10000000,375017.11,0,11657470.64,2433702.8,07/15/2011,15/01/2041,03/07/2001
IDA35140,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Repaying,0.75,XDR,P070391,RY-RURAL ACCESS IMPROVEMENT PROGRAM,45000000,15150.1,0,51447761.58,11230078.75,10/15/2011,15/04/2041,02/08/2001
IDA35150,SOUTH ASIA,Pakistan,Repaying,0.75,XDR,P071463,Structural Adjustment Credit,350000000,0,0,343915682,109603865.7,07/15/2011,15/01/2036,12/06/2001
IDA35160,SOUTH ASIA,Pakistan,Repaying,0.75,XDR,P071092,NWFP ON-FARM WATER MANAGEMENT PROJECT,21350000,3022439.76,0,20829970.56,6169924.28,06/15/2011,15/12/2035,28/08/2001
IDA35161,SOUTH ASIA,Pakistan,Repaying,0.75,XDR,P082621,NWFP Community Infrastructure II ( CIP2),10000000,353813.91,0,10256336.99,1509765.52,12/15/2015,15/06/2040,06/12/2005
IDA35170,EUROPE AND CENTRAL ASIA,Azerbaijan,Repaying,0.75,XDR,P040716,HIGHWAY,40000000,0,0,46968327.07,43914933.5,12/01/2011,01/06/2036,25/07/2001
IDA35180,EUROPE AND CENTRAL ASIA,Azerbaijan,Repaying,0.75,XDR,P070973,FIN SECT TA,5400000,33684.77,0,6185174.62,5980779.54,09/01/2011,01/03/2036,06/11/2001
IDA35190,EAST ASIA AND PACIFIC,Indonesia,Repaying,0.75,XDR,P040528,ID-W. JAVA ENVMT MGMT,5750000,16724.14,0,6600510.87,4289359.45,11/01/2011,01/05/2036,30/08/2001
IDA35200,AFRICA WEST,Nigeria,Repaying,0.75,XDR,P070293,NG-Privatization Supt SIL (FY01),114290000,19946125.13,0,110636294,29370802.39,12/01/2011,01/06/2036,23/08/2001
IDA35210,AFRICA EAST,Zambia,Repaying,0.75,XDR,P057167,ZM-TEVET SIM (FY01),21598764.81,1022171.33,0,20576593.48,5110740.13,08/01/2011,01/02/2041,17/08/2001
IDA3521A,AFRICA EAST,Zambia,Fully Repaid,0.75,XDR,P057167,ZM-TEVET SIM (FY01),3401235.19,0,0,3829844.57,3899776.68,08/01/2011,01/02/2041,17/08/2001
IDA35220,EUROPE AND CENTRAL ASIA,Albania,Repaying,3.15,XDR,P054736,AG SERVICES,9900000,1091526.03,0,10089466.3,2218117.69,07/15/2011,15/01/2041,03/07/2001
IDA35230,EUROPE AND CENTRAL ASIA,Azerbaijan,Repaying,0.75,XDR,P069293,HEALTH REF LIL,5000000,603126.78,0,4938044.91,4923125.66,09/01/2011,01/03/2036,25/07/2001
IDA35240,AFRICA EAST,Madagascar,Repaying,0.75,XDR,P051922,MG-Rural Dev Supt SIL (FY01),73752377.57,2033521.75,0,71718855.82,17713036.65,11/01/2011,01/05/2041,22/06/2001
IDA3524A,AFRICA EAST,Madagascar,Fully Repaid,0.75,XDR,P051922,MG-Rural Dev Supt SIL (FY01),15297622.43,0,0,17394726.68,17474492.82,11/01/2011,01/05/2041,22/06/2001
IDA35250,SOUTH ASIA,Sri Lanka,Repaying,2.12,XDR,P071131,LK Central Bank Strengthening,30300000,333599.3,0,32275823.54,7511953.77,09/15/2011,15/03/2041,11/07/2001
IDA35260,EAST ASIA AND PACIFIC,Indonesia,Repaying,0.75,XDR,P068949,ID-LIBRARY DEVELOPMENT PROJECT - LIL,4150000,626096.5,0,3998323.28,2593437.66,07/01/2011,01/01/2036,30/08/2001
IDA35270,SOUTH ASIA,India,Repaying,0.75,XDR,P055490,KARN SAL I,75000000,0,0,75585781,35592386.5,12/15/2011,15/06/2036,26/07/2001
IDA35280,SOUTH ASIA,India,Repaying,0.75,XDR,P067216,KAR WSHD DEVELOPMENT,100400000,25708792.43,0,88008049.17,35514373.57,12/15/2011,15/06/2036,26/07/2001
IDA35290,SOUTH ASIA,India,Repaying,0.75,XDR,P055455,Rajasthan DPEP II,74400000,8573972.41,0,75400579.2,31276805.44,12/15/2011,15/06/2036,27/07/2001
IDA35300,EUROPE AND CENTRAL ASIA,North Macedonia,Repaying,3.4,XDR,P063577,COMM DEVT & CULT LIL,5000000,7632.74,0,5836842.59,1586591.81,09/15/2011,15/03/2036,05/02/2002
IDA35310,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,Repaying,0.75,XDR,P070917,PRIV TA,19800000,16144177.65,0,4102154.22,1144008.02,07/15/2011,15/01/2036,19/10/2001
IDA35320,EAST ASIA AND PACIFIC,Vietnam,Repaying,0.75,XDR,P062748,VN - COMMUNITY BASED RURAL INFRA.,102780000,5292576.72,0,116316197,26720647.18,12/15/2011,15/06/2041,06/11/2001
IDA35330,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,Repaying,0.75,XDR,P066169,LOC INIT 2,20000000,535419.77,0,21612564.99,6097062.13,10/15/2011,15/04/2036,19/10/2001
IDA35340,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,Repaying,0.75,XDR,P058521,ELEC PWR 3 RECN,35000000,2970329.52,0,35872145.75,9585154.92,11/01/2011,01/05/2036,19/10/2001
IDA35350,EAST ASIA AND PACIFIC,Indonesia,Repaying,0.75,XDR,P073025,ID-KECAMATAN DEV. II,111300000,34.08,0,126067602.6,82956875.54,12/01/2011,01/06/2036,30/08/2001
IDA35360,EUROPE AND CENTRAL ASIA,North Macedonia,Terminated,0,XDR,P038395,WATER UTIL IMPV,13100000,13100000,0,0,0,09/15/2011,15/03/2036,
IDA35370,EAST ASIA AND PACIFIC,Indonesia,Repaying,0.75,XDR,P049539,ID-PROVINCIAL HEALTH II,40000000,1472034.53,0,44508110,28320257.64,11/01/2011,01/05/2036,30/08/2001
IDA35380,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,Repaying,0.75,XDR,P070995,COMM DEVT,15000000,33191.31,0,17042392.8,4668402.56,10/15/2011,15/04/2036,19/10/2001
IDA35381,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,Repaying,0.75,XDR,P070995,COMM DEVT,5000000,124390,0,5143885.01,2316293,05/15/2017,15/11/2026,05/06/2007
IDA35390,EUROPE AND CENTRAL ASIA,Tajikistan,Repaying,0.75,XDR,P046047,SAC 2,50000000,0,0,53521354,12452023.28,12/15/2011,15/06/2041,09/07/2001
IDA35400,EUROPE AND CENTRAL ASIA,North Macedonia,Repaying,3.4,XDR,P073483,CHILD/YOUTH DEVT LIL,2500000,268596.38,0,2562875.06,705214.37,12/15/2011,15/06/2036,05/02/2002
IDA35410,LATIN AMERICA AND CARIBBEAN,Bolivia,Repaying,0.75,XDR,P074212,BO-Health Sector Reform APL II,29346764.77,715803.54,0,28630961.23,7135438.54,12/15/2011,15/06/2041,31/08/2001
IDA3541A,LATIN AMERICA AND CARIBBEAN,Bolivia,Fully Repaid,0.75,XDR,P074212,BO-Health Sector Reform APL II,5653235.23,0,0,6574138.2,6553096.54,12/15/2011,15/06/2041,31/08/2001
IDA35420,EUROPE AND CENTRAL ASIA,Georgia,Repaying,0.75,XDR,P055068,IRR/DRAIN REHAB (APL #1),27000000,783010.51,0,30535969.87,9999718.64,11/15/2011,15/05/2041,05/10/2001
IDA35421,EUROPE AND CENTRAL ASIA,Georgia,Repaying,0.75,XDR,P055068,IRR/DRAIN REHAB (APL #1),7800000,375897.57,0,7787977.19,1940756.55,11/15/2015,15/05/2045,27/07/2005
IDA35430,EAST ASIA AND PACIFIC,Vanuatu,Terminated,0,XDR,P004823,VU-SECOND EDUCATION PROJECT,3500000,3500000,0,0,0,07/15/2011,15/01/2041,
IDA35440,AFRICA EAST,Uganda,Repaying,0.75,XDR,P065436,UG-Road Dev Phase 2 APL (FY02),61468921.52,9528.58,-0.01,61459392.94,15411513.46,09/15/2011,15/03/2041,16/08/2001
IDA3544A,AFRICA EAST,Uganda,Fully Repaid,0.75,XDR,P065436,UG-Road Dev Phase 2 APL (FY02),3051078.48,0,0,3445818.71,3538223.6,09/15/2011,15/03/2041,16/08/2001
IDA35450,AFRICA EAST,Uganda,Repaying,0.75,XDR,P002984,UG-Power SIL 4  (FY02),51795445.57,80763.83,0,51714681.74,12708221.39,10/15/2011,15/04/2041,29/08/2001
IDA3545A,AFRICA EAST,Uganda,Fully Repaid,0.75,XDR,P002984,UG-Power SIL 4  (FY02),10204554.43,0,0,11408665.51,11613204.28,10/15/2011,15/04/2041,29/08/2001
IDA35460,AFRICA EAST,Tanzania,Repaying,0.75,XDR,P073397,TZ-Lower Kihansi Env Mgmt TAL (FY02),4666312.43,725.73,0,4665586.7,1174462.51,10/15/2011,15/04/2041,09/07/2001
IDA35461,AFRICA EAST,Tanzania,Repaying,0.75,XDR,P073397,TZ-Lower Kihansi Env Mgmt TAL (FY02),3500000,103649.24,0,3491721.3,282125.1,10/15/2017,15/04/2047,07/12/2007
IDA3546A,AFRICA EAST,Tanzania,Fully Repaid,0.75,XDR,P073397,TZ-Lower Kihansi Env Mgmt TAL (FY02),1633687.57,0,0,1872361.55,1905929.94,10/15/2011,15/04/2041,09/07/2001
IDA35470,AFRICA EAST,Eritrea,Repaying,0.75,XDR,P058724,ER-Cultural Assets Rehab LIL (FY02),5000000,2898076.83,0,2417129.39,0,11/01/2011,01/05/2041,09/07/2001
IDA35480,AFRICA WEST,Chad,Repaying,0.75,XDR,P072226,TD-Pop & AIDS 2 SIL (FY02),24560000,335820.5,0,28098949.01,4954150.13,12/15/2011,15/06/2041,12/09/2001
IDA3548A,AFRICA WEST,Chad,Fully Repaid,0.75,XDR,P072226,TD-Pop & AIDS 2 SIL (FY02),0,0,0,0,7578805.17,12/15/2011,15/06/2041,12/09/2001
IDA35490,AFRICA EAST,Mozambique,Repaying,0.75,XDR,P001806,MZ-Municipal Dev SIL (FY02),24936446.91,892918.7,0,24043528.21,6051272.81,10/01/2011,01/04/2041,15/08/2001
IDA3549A,AFRICA EAST,Mozambique,Fully Repaid,0.75,XDR,P001806,MZ-Municipal Dev SIL (FY02),8663553.09,0,0,9898640.82,10119906.42,10/01/2011,01/04/2041,15/08/2001
IDA35500,AFRICA EAST,Mozambique,Repaying,0.75,XDR,P001785,MZ-Roads & Bridges MMP (FY02),157458711.1,838534.99,0.01,156620176.1,39133792.38,09/01/2011,01/03/2041,21/09/2001
IDA3550A,AFRICA EAST,Mozambique,Fully Repaid,0.75,XDR,P001785,MZ-Roads & Bridges MMP (FY02),4541288.94,0,0,5119650.74,5249791.07,09/01/2011,01/03/2041,21/09/2001
IDA35510,AFRICA WEST,Guinea,Fully Repaid,0.75,XDR,P065128,SAC IV,50000000,0,0,49713180.82,60510198.34,01/15/2012,15/07/2041,25/07/2001
IDA35520,AFRICA WEST,Guinea,Repaying,0.75,XDR,P050046,GN-Education for All APL (FY02),70000000,1389.53,0,82563326.23,13980160.95,01/01/2012,01/07/2041,08/08/2001
IDA3552A,AFRICA WEST,Guinea,Fully Repaid,0.75,XDR,P050046,GN-Education for All APL (FY02),0,0,0,0,12009322.89,01/01/2012,01/07/2041,08/08/2001
IDA35530,AFRICA WEST,Ghana,Fully Repaid,0.75,XDR,P050619,ERSO III,110000000,0,0,110735282,128916369,11/01/2011,01/05/2041,27/07/2001
IDA35531,AFRICA WEST,Ghana,Fully Repaid,0.75,XDR,P050619,ERSO III,450000,0,0,460208,514489.5,11/01/2011,01/05/2041,11/12/2001
IDA35540,AFRICA WEST,Ghana,Repaying,0.75,XDR,P050623,GH-Road Sec Dev Project (FY02),185160737.1,21977.08,-0.01,185138760,46868099.64,09/01/2011,01/03/2041,23/10/2001
IDA3554A,AFRICA WEST,Ghana,Fully Repaid,0.75,XDR,P050623,GH-Road Sec Dev Project (FY02),34839262.95,0,0,39795592.94,40807187.68,09/01/2011,01/03/2041,23/10/2001
IDA35550,AFRICA WEST,"Gambia, The",Repaying,0.75,XDR,P057995,GM-Econ Mgmt Cap Bldg SIL (FY02),10897632.31,352698.22,0,10544934.09,2665636.6,12/01/2011,01/06/2041,02/08/2001
IDA3555A,AFRICA WEST,"Gambia, The",Fully Repaid,0.75,XDR,P057995,GM-Econ Mgmt Cap Bldg SIL (FY02),4102367.69,0,0,5218441.43,5143614.24,12/01/2011,01/06/2041,02/08/2001
IDA35560,AFRICA WEST,Nigeria,Repaying,0.75,XDR,P070291,NG-HIV/AIDS Prog Dev (FY02),90300000,8622839.68,0,94168171.34,25360323.3,12/15/2011,15/06/2036,23/08/2001
IDA35561,AFRICA WEST,Nigeria,Repaying,0.75,XDR,P070291,NG-HIV/AIDS Prog Dev (FY02),50000000,6971567.04,0,44745104.82,3986274.38,06/15/2017,15/12/2046,08/10/2007
IDA35570,AFRICA WEST,Burkina Faso,Repaying,0.75,XDR,P071433,BF-HIV/AIDS Disaster Response APL (FY02),13090364.31,1034823.96,0,12055540.35,3007134.8,11/01/2011,01/05/2041,06/09/2001
IDA3557A,AFRICA WEST,Burkina Faso,Fully Repaid,0.75,XDR,P071433,BF-HIV/AIDS Disaster Response APL (FY02),8909635.69,0,0,10251912,10298923.69,11/01/2011,01/05/2041,06/09/2001
IDA35580,LATIN AMERICA AND CARIBBEAN,Honduras,Repaying,0.75,XDR,P057859,HN SUST COASTAL TOURISM PROJECT (LIL),3402534.19,356976.08,0,3045558.11,700537.54,01/15/2012,15/07/2041,22/11/2001
IDA3558A,LATIN AMERICA AND CARIBBEAN,Honduras,Fully Repaid,0.75,XDR,P057859,HN SUST COASTAL TOURISM PROJECT (LIL),1597465.81,0,0,1849073.07,1878581.46,01/15/2012,15/07/2041,22/11/2001
IDA35590,AFRICA WEST,Nigeria,Repaying,0.75,XDR,P072018,NG-Transmission Dev SIL (FY02),100000000,1047742.84,0,115738929.3,27943949.78,01/15/2012,15/07/2036,23/08/2001
IDA35600,AFRICA WEST,"Congo, Republic of",Fully Repaid,0.75,XDR,P073316,Congo Rep -Post Conflict - Econ. Rehab,37670400,0,0,37852500,45592800,12/15/2011,15/06/2041,08/08/2001
IDA35610,AFRICA WEST,"Congo, Republic of",Repaying,0.75,XDR,P074639,CG Emergency Demob. & Reinteg. Project,5000000,68175.23,0,5407058.53,284343.79,12/15/2011,15/06/2041,08/08/2001
IDA3561A,AFRICA WEST,"Congo, Republic of",Fully Repaid,0.75,XDR,P074639,CG Emergency Demob. & Reinteg. Project,0,0,0,0,4497302.15,12/15/2011,15/06/2041,08/08/2001
IDA35620,AFRICA EAST,Kenya,Repaying,0.75,XDR,P066490,KE-Pub Sec Mgmt TAL (FY02),15000000,2746656.87,0,13622103.1,3070592.07,12/01/2011,01/06/2041,26/09/2001
IDA35630,AFRICA EAST,Comoros,Fully Repaid,0.75,XDR,P074054,Emergency Economic Recovery Credit,6000000,0,0,6128843.99,7379438.49,09/15/2011,15/03/2041,10/09/2001
IDA35640,EAST ASIA AND PACIFIC,Cambodia,Repaying,0.75,XDR,P071445,KH - Demobilization and Reintegration,18400000,17355693.68,0,675668.19,240321.75,02/15/2012,15/08/2041,11/10/2001
IDA35650,AFRICA WEST,Burkina Faso,Fully Repaid,0.75,XDR,P072106,BF PRSC 1,45000000,0,0,46351080,52918920,11/01/2011,01/05/2041,27/08/2001
IDA35660,AFRICA WEST,Guinea,Repaying,0.75,XDR,P001075,Third Water Supply and Sanitation,25000000,6726.96,0,29273755.14,4979665.89,09/15/2011,15/03/2041,27/09/2001
IDA3566A,AFRICA WEST,Guinea,Fully Repaid,0.75,XDR,P001075,Third Water Supply and Sanitation,0,0,0,0,7534513.85,09/15/2011,15/03/2041,27/09/2001
IDA35670,AFRICA EAST,Madagascar,Repaying,0.75,XDR,P072160,MG-Priv Sec Dev 2 (FY02),20240505.12,4127613.59,0,16112891.53,3694042.69,01/15/2012,15/07/2041,05/10/2001
IDA3567A,AFRICA EAST,Madagascar,Fully Repaid,0.75,XDR,P072160,MG-Priv Sec Dev 2 (FY02),3559494.88,0,0,4111473.83,4177086.68,01/15/2012,15/07/2041,05/10/2001
IDA35680,EUROPE AND CENTRAL ASIA,Armenia,Repaying,0.75,XDR,P055022,IRRIG DEVT,24900000,602999.8,0,27867258.98,6096945.05,12/01/2011,01/06/2041,06/09/2001
IDA35681,EUROPE AND CENTRAL ASIA,Armenia,Repaying,0.75,XDR,P055022,IRRIG DEVT,5000000,171783.08,0,4997166.37,1792765.53,01/15/2018,15/07/2027,19/09/2007
IDA35690,AFRICA EAST,Tanzania,Repaying,0.75,XDR,P002797,TZ-Songo Gas Dev & Power Gen (FY02),117126253.4,23157345.91,0,93968907.45,23729762.05,10/15/2011,15/04/2041,11/10/2001
IDA3569A,AFRICA EAST,Tanzania,Fully Repaid,0.75,XDR,P002797,TZ-Songo Gas Dev & Power Gen (FY02),65873746.64,0,0,75737694.42,77095547.8,10/15/2011,15/04/2041,11/10/2001
IDA35700,AFRICA EAST,Tanzania,Repaying,0.75,XDR,P071012,Primary Educ. Dev. Program,50000000,0,0,50000000,12571952.1,11/01/2011,01/05/2041,18/10/2001
IDA3570A,AFRICA EAST,Tanzania,Fully Repaid,0.75,XDR,P071012,Primary Educ. Dev. Program,100000000,0,0,116182844,116715618,11/01/2011,01/05/2041,18/10/2001
IDA35710,SOUTH ASIA,Pakistan,Repaying,0.75,XDR,P055292,BSRPP,300000000,0,0,326784909.5,86048847.34,01/15/2012,15/07/2036,24/10/2001
IDA35720,EAST ASIA AND PACIFIC,Vietnam,Repaying,0.75,XDR,P059936,VN -Northern Mountains Poverty Reduction,110000000,745022.73,0,129547260.6,26313147.51,01/15/2012,15/07/2041,06/11/2001
IDA35730,AFRICA WEST,Mauritania,Repaying,0.75,XDR,P071308,MR-Edu Sec Dev APL (FY02) - (PNDSE),38731557.36,394161.11,0,38337396.25,8746903.15,04/01/2012,01/10/2041,31/10/2001
IDA3573A,AFRICA WEST,Mauritania,Fully Repaid,0.75,XDR,P071308,MR-Edu Sec Dev APL (FY02) - (PNDSE),10468442.64,0,0,11961930.45,12229317.03,04/01/2012,01/10/2041,31/10/2001
IDA35740,AFRICA WEST,Mauritania,Repaying,0.75,XDR,P069095,MR-Urb Dev Prgm (FY02),63573667.42,414596.88,0.01,63159070.54,15928745.68,12/15/2011,15/06/2041,31/10/2001
IDA3574A,AFRICA WEST,Mauritania,Fully Repaid,0.75,XDR,P069095,MR-Urb Dev Prgm (FY02),6426332.58,0,0,7554402,7530222.83,12/15/2011,15/06/2041,31/10/2001
IDA35750,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Repaying,0.75,XDR,P070092,RY  TAIZ MUNICIPAL DEV & FLOOD PROTEC,45200000,0,0,52052389.17,10233828.47,04/15/2012,15/10/2041,26/11/2001
IDA35751,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Repaying,0.75,XDR,P070092,RY  TAIZ MUNICIPAL DEV & FLOOD PROTEC,20000000,398708.83,0,19043419.86,1387161.62,04/15/2018,15/10/2047,25/02/2008
IDA35760,AFRICA WEST,Niger,Fully Repaid,0.75,XDR,P069569,LKD Public Expenditure Adjustment Credit,70000000,0,0,70482722,80113365,12/01/2011,01/06/2041,21/11/2001
IDA35770,AFRICA EAST,Mozambique,Repaying,0.75,XDR,P073479,MZ-Com Sec Reform,11110154.6,1207714.95,0,9902439.65,2216101.44,03/15/2012,15/09/2041,17/12/2001
IDA3577A,AFRICA EAST,Mozambique,Fully Repaid,0.75,XDR,P073479,MZ-Com Sec Reform,3789845.4,0,0,4223853.41,4337122.48,03/15/2012,15/09/2041,17/12/2001
IDA35780,AFRICA WEST,Mauritania,Repaying,0.75,XDR,P071881,MR-GDLC (FY02) - (CFED),2216492.59,768.89,-0.01,2215723.7,520850.42,01/01/2012,01/07/2041,19/12/2001
IDA3578A,AFRICA WEST,Mauritania,Fully Repaid,0.75,XDR,P071881,MR-GDLC (FY02) - (CFED),1083507.41,0,0,1271887.97,1303137.31,01/01/2012,01/07/2041,19/12/2001
IDA35790,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,Repaying,0.75,XDR,P036977,RURAL WS & SAN,15000000,40148.38,0,17748597.12,3443960.02,03/15/2012,15/09/2041,12/02/2002
IDA35800,EUROPE AND CENTRAL ASIA,Armenia,Repaying,0.75,XDR,P044852,ENT INCUBATOR LIL,5000000,198025.35,0,5468168.24,1079311.13,02/01/2012,01/08/2041,28/12/2001
IDA35810,SOUTH ASIA,Nepal,Repaying,0.75,XDR,P050671,NP: Telecommunications Sector Reform,22560000,6705873.5,0,18488807.24,3516887.01,06/01/2012,01/12/2041,05/02/2002
IDA35820,AFRICA WEST,Mali,Fully Repaid,0.75,XDR,P072785,SAC III,70000000,0,0,72966339,80848350,02/01/2012,01/08/2041,12/12/2001
IDA35830,AFRICA WEST,Mali,Repaying,0.75,XDR,P035630,ML-Agr & Producer Org (FY02) - (PASAOP),33781425.79,699940.96,0,33081484.83,7502715.12,02/01/2012,01/08/2041,12/12/2001
IDA35831,AFRICA WEST,Mali,Repaying,0.75,XDR,P035630,ML-Agr & Producer Org (FY02) - (PASAOP),20000000,1977693.02,0,18709257.01,1519318.29,08/01/2017,01/02/2047,05/06/2007
IDA3583A,AFRICA WEST,Mali,Fully Repaid,0.75,XDR,P035630,ML-Agr & Producer Org (FY02) - (PASAOP),9718574.21,0,0,11030349.83,11231761.58,02/01/2012,01/08/2041,12/12/2001
IDA35840,AFRICA WEST,Central African Republic,Repaying,0.75,XDR,P073525,CF-Multisectoral HIV/AIDS (FY02),17000000,1149837.17,0,19169355.16,3601206.78,12/15/2011,15/06/2041,14/12/2001
IDA35850,EUROPE AND CENTRAL ASIA,North Macedonia,Repaying,0.75,XDR,P076192,EMG ECN RECV,15000000,0,0,14446589.45,16605504.39,05/15/2012,15/11/2021,18/12/2001
IDA35860,AFRICA WEST,Sierra Leone,Fully Repaid,0.75,XDR,P074642,SL - ERRC II,50000000,0,0,51508458.2,59250508,03/01/2012,01/09/2041,14/12/2001
IDA35870,AFRICA WEST,Cabo Verde,Repaying,0.75,XDR,P075700,Structural Adjustment Credit,15000000,0.67,0,15180272.8,3342329.47,02/01/2012,01/08/2041,14/12/2001
IDA35871,AFRICA WEST,Cabo Verde,Repaying,0.75,XDR,P075700,Structural Adjustment Credit,4000000,0,0,4265197,798397.62,02/01/2013,01/08/2042,20/12/2002
IDA35880,AFRICA EAST,Uganda,Repaying,0.75,XDR,P069996,UG-Energy for Rural Transform (FY02),47810042.95,1355354.01,0,46454688.94,10408733.88,04/15/2012,15/10/2041,20/12/2001
IDA3588A,AFRICA EAST,Uganda,Fully Repaid,0.75,XDR,P069996,UG-Energy for Rural Transform (FY02),1339957.05,0,0,1507847.37,1534880.61,04/15/2012,15/10/2041,20/12/2001
